# Registro de despliegues (tenants) — plantilla SIN secretos.
# Copiar a deploy/tenants.tsv (gitignored) y ajustar a tu servidor.
# Apache (apache2) sirve TODOS los sitios: el script lo reinicia UNA vez al final.
# Columnas separadas por TAB: cliente  carpeta  dominio  s3_prefix  notas
comertex	/opt/listas_comertex	comertex.vadomconsultas.com	comertex	notificaciones ON
esquivensa	/opt/listas_esquivensa	esquivensa.vadomconsultas.com	esquivensa	notificaciones ON
automayor	/opt/automayorlistas	automayor.vadomconsultas.com	automayor	
campesa	/opt/listas_campesa	campesa.vadomconsultas.com	campesa	
golden	/opt/golden_listas	golden.vadomconsultas.com	golden	
redp	/opt/redp_listas	redp.vadomconsultas.com	redpapaz	prefijo S3 = redpapaz
compas	/opt/listas_restrictivas	compas.vadomconsultas.com	compas	
